caldt,vwretd
2022-10-27,-0.006063
2022-10-28,0.024460
2022-10-31,-0.007210
2022-11-01,-0.004352
2022-11-02,-0.025021
2022-11-03,-0.010445
2022-11-04,0.013568
2022-11-07,0.009414
2022-11-08,0.005322
2022-11-09,-0.020746
2022-11-10,0.055196
2022-11-11,0.009163
2022-11-14,-0.008883
2022-11-15,0.009071
2022-11-16,-0.007901
2022-11-17,-0.002875
2022-11-18,0.004706
2022-11-21,-0.003936
2022-11-22,0.013493
2022-11-23,0.006105
2022-11-25,-0.000257
2022-11-28,-0.015199
2022-11-29,-0.001637
2022-11-30,0.031140
2022-12-01,-0.000571
2022-12-02,-0.001100
2022-12-05,-0.018030
2022-12-06,-0.014438
2022-12-07,-0.001943
2022-12-08,0.007511
2022-12-09,-0.007392
2022-12-12,0.014075
2022-12-13,0.007048
2022-12-14,-0.005842
2022-12-15,-0.024709
2022-12-16,-0.011105
2022-12-19,-0.008912
2022-12-20,0.000957
2022-12-21,0.014920
2022-12-22,-0.014538
2022-12-23,0.005843
2022-12-27,-0.004123
2022-12-28,-0.012059
2022-12-29,0.017555
2022-12-30,-0.002393
